REF_AREA,Measure,OBS_VALUE,TIME_PERIOD
ISL,Share of population who are daily smokers,6.8,2013
ISL,Share of population who are daily smokers,11.6,2014
ISL,Share of population who are daily smokers,2.9,2015
ISL,Share of population who are daily smokers,7.4,2016
ISL,Share of population who are daily smokers,5.1,2017
ISL,Share of population who are daily smokers,7.2,2018
ISL,Share of population who are daily smokers,2.6,2019
ISL,Share of population who are daily smokers,2.3,2020
ISL,Share of population who are daily smokers,2.6,2021
ISL,Share of population who are daily smokers,3.5,2022
KOR,Share of population who are daily smokers,23.3,2010
KOR,Share of population who are daily smokers,28.2,2011
KOR,Share of population who are daily smokers,23.8,2012
KOR,Share of population who are daily smokers,24.9,2013
KOR,Share of population who are daily smokers,20.0,2014
KOR,Share of population who are daily smokers,21.5,2015
KOR,Share of population who are daily smokers,25.5,2016
KOR,Share of population who are daily smokers,24.5,2017
KOR,Share of population who are daily smokers,16.4,2018
KOR,Share of population who are daily smokers,20.4,2019
KOR,Share of population who are daily smokers,17.2,2020
KOR,Share of population who are daily smokers,18.0,2021
SVN,Share of population who are daily smokers,21.8,2014
SVN,Share of population who are daily smokers,19.3,2019
CRI,Share of population who are daily smokers,19.4,2010
CRI,Share of population who are daily smokers,18.7,2011
CRI,Share of population who are daily smokers,18.1,2012
CRI,Share of population who are daily smokers,17.4,2013
CRI,Share of population who are daily smokers,16.8,2014
CRI,Share of population who are daily smokers,16.1,2015
CRI,Share of population who are daily smokers,15.3,2016
CRI,Share of population who are daily smokers,14.5,2017
CRI,Share of population who are daily smokers,13.8,2018
CRI,Share of population who are daily smokers,13.0,2019
CRI,Share of population who are daily smokers,12.2,2020
CRI,Share of population who are daily smokers,11.5,2021
CRI,Share of population who are daily smokers,10.5,2022
LTU,Share of population who are daily smokers,20.3,2014
LTU,Share of population who are daily smokers,18.9,2019
ROU,Share of population consuming fruits daily,28.8,2014
ROU,Share of population consuming fruits daily,23.7,2019
EST,Tobacco consumption,13.0,2010
EST,Tobacco consumption,13.0,2012
EST,Tobacco consumption,12.0,2014
EST,Tobacco consumption,13.0,2016
EST,Tobacco consumption,12.0,2018
EST,Tobacco consumption,12.0,2020
EST,Tobacco consumption,12.0,2022
GBR,Share of population who are overweight,29.9,2017
GBR,Share of population who are overweight,32.5,2021
NLD,Share of population who are obese,10.2,2010
NLD,Share of population who are obese,10.2,2011
NLD,Share of population who are obese,11.2,2012
NLD,Share of population who are obese,10.0,2013
NLD,Share of population who are obese,11.6,2014
NLD,Share of population who are obese,11.3,2015
NLD,Share of population who are obese,11.4,2016
NLD,Share of population who are obese,12.0,2017
NLD,Share of population who are obese,12.6,2018
NLD,Share of population who are obese,12.6,2019
NLD,Share of population who are obese,11.9,2020
NLD,Share of population who are obese,11.6,2021
ISR,Share of population who are obese,15.7,2010
ISR,Share of population who are obese,15.7,2013
ISR,Share of population who are obese,17.8,2014
ISR,Share of population who are obese,16.6,2016
ISR,Share of population who are obese,14.7,2017
ISR,Share of population who are obese,17.7,2019
ISR,Share of population who are obese,17.0,2020
LUX,Share of population who are overweight or obese,48.0,2014
LUX,Share of population who are overweight or obese,48.4,2019
SVN,Share of population who are overweight or obese,63.7,2014
SVN,Share of population who are overweight or obese,64.4,2019
BEL,Share of population who are overweight,32.4,2014
BEL,Share of population who are overweight,34.2,2018
FIN,Share of population who are overweight,46.4,2011
FIN,Share of population who are overweight,44.7,2012
FIN,Share of population who are overweight,45.8,2017
IRL,Share of population who are obese,25.0,2015
IRL,Share of population who are obese,24.0,2017
IRL,Share of population who are obese,24.0,2019
TUR,Share of population who are obese,29.2,2011
TUR,Share of population who are obese,35.9,2017
NLD,Share of population consuming vegetables daily,35.0,2014
NLD,Share of population consuming vegetables daily,33.0,2015
NLD,Share of population consuming vegetables daily,34.3,2016
NLD,Share of population consuming vegetables daily,37.2,2017
NLD,Share of population consuming vegetables daily,35.9,2018
NLD,Share of population consuming vegetables daily,36.0,2019
NLD,Share of population consuming vegetables daily,34.0,2020
NLD,Share of population consuming vegetables daily,37.4,2021
CZE,Share of population consuming vegetables daily,34.2,2014
CZE,Share of population consuming vegetables daily,34.8,2019
LUX,Share of population who are daily smokers,18.3,2010
LUX,Share of population who are daily smokers,16.9,2011
LUX,Share of population who are daily smokers,16.8,2012
LUX,Share of population who are daily smokers,15.7,2013
LUX,Share of population who are daily smokers,15.3,2014
LUX,Share of population who are daily smokers,15.0,2015
LUX,Share of population who are daily smokers,14.9,2016
LUX,Share of population who are daily smokers,16.0,2017
LUX,Share of population who are daily smokers,14.5,2018
LUX,Share of population who are daily smokers,16.8,2019
LUX,Share of population who are daily smokers,16.9,2020
LUX,Share of population who are daily smokers,19.2,2021
LUX,Share of population who are daily smokers,20.3,2022
SVN,Share of population who are daily smokers,16.1,2014
SVN,Share of population who are daily smokers,12.2,2019
ARG,Share of population who are daily smokers,22.8,2010
ARG,Share of population who are daily smokers,20.8,2015
ARG,Share of population who are daily smokers,19.5,2018
ARG,Share of population who are daily smokers,19.1,2019
ARG,Share of population who are daily smokers,18.8,2020
PER,Share of population who are daily smokers,6.3,2010
PER,Share of population who are daily smokers,4.3,2015
PER,Share of population who are daily smokers,3.5,2018
PER,Share of population who are daily smokers,3.2,2019
PER,Share of population who are daily smokers,3.0,2020
CHL,Share of population consuming vegetables daily,59.7,2016
EST,Share of population consuming vegetables daily,59.5,2014
EST,Share of population consuming vegetables daily,52.0,2019
SVN,Share of population consuming vegetables daily,55.2,2014
SVN,Share of population consuming vegetables daily,50.1,2019
HUN,Share of population who are overweight,33.3,2014
HUN,Share of population who are overweight,36.3,2017
HUN,Share of population who are overweight,34.3,2019
TUR,Share of population who are overweight,28.4,2010
TUR,Share of population who are overweight,30.4,2012
TUR,Share of population who are overweight,29.3,2014
TUR,Share of population who are overweight,30.1,2016
TUR,Share of population who are overweight,30.4,2019
NLD,Share of population who are overweight or obese,53.6,2010
NLD,Share of population who are overweight or obese,53.5,2011
NLD,Share of population who are overweight or obese,53.4,2012
NLD,Share of population who are overweight or obese,50.0,2013
NLD,Share of population who are overweight or obese,52.0,2014
NLD,Share of population who are overweight or obese,51.2,2015
NLD,Share of population who are overweight or obese,50.2,2016
NLD,Share of population who are overweight or obese,50.3,2017
NLD,Share of population who are overweight or obese,51.4,2018
NLD,Share of population who are overweight or obese,52.9,2019
NLD,Share of population who are overweight or obese,51.4,2020
NLD,Share of population who are overweight or obese,50.9,2021
GBR,Share of population who are overweight or obese,63.8,2021
ISR,Share of population who are overweight or obese,57.2,2010
ISR,Share of population who are overweight or obese,58.9,2013
ISR,Share of population who are overweight or obese,60.7,2014
ISR,Share of population who are overweight or obese,59.3,2016
ISR,Share of population who are overweight or obese,57.5,2017
ISR,Share of population who are overweight or obese,61.9,2019
ISR,Share of population who are overweight or obese,60.3,2020
CAN,Share of population who are overweight,39.8,2011
CAN,Share of population who are overweight,43.3,2013
CAN,Share of population who are overweight,39.9,2015
CAN,Share of population who are overweight,38.4,2017
CAN,Share of population who are overweight,39.6,2019
JPN,Share of population who are obese,3.2,2010
JPN,Share of population who are obese,3.6,2011
JPN,Share of population who are obese,3.4,2012
JPN,Share of population who are obese,3.4,2013
JPN,Share of population who are obese,3.8,2014
JPN,Share of population who are obese,3.1,2015
JPN,Share of population who are obese,4.0,2016
JPN,Share of population who are obese,4.1,2017
JPN,Share of population who are obese,3.7,2018
JPN,Share of population who are obese,3.8,2019
CHL,Share of population who are obese,38.4,2016
CRI,Share of population who are daily smokers,9.3,2010
CRI,Share of population who are daily smokers,8.4,2011
CRI,Share of population who are daily smokers,7.5,2012
CRI,Share of population who are daily smokers,6.6,2013
CRI,Share of population who are daily smokers,5.8,2014
CRI,Share of population who are daily smokers,5.8,2015
CRI,Share of population who are daily smokers,5.9,2016
CRI,Share of population who are daily smokers,5.6,2017
CRI,Share of population who are daily smokers,5.3,2018
CRI,Share of population who are daily smokers,4.9,2019
CRI,Share of population who are daily smokers,4.6,2020
CRI,Share of population who are daily smokers,4.3,2021
CRI,Share of population who are daily smokers,3.8,2022
SVK,Share of population consuming fruits daily,40.4,2014
SVK,Share of population consuming fruits daily,45.2,2019
LTU,Share of population who are daily smokers,18.6,2014
LTU,Share of population who are daily smokers,18.6,2019
CZE,Share of population who are daily smokers,36.8,2010
CZE,Share of population who are daily smokers,33.3,2011
CZE,Share of population who are daily smokers,37.1,2012
CZE,Share of population who are daily smokers,37.1,2013
CZE,Share of population who are daily smokers,26.1,2014
CZE,Share of population who are daily smokers,26.7,2015
CZE,Share of population who are daily smokers,20.3,2016
CZE,Share of population who are daily smokers,21.2,2017
CZE,Share of population who are daily smokers,18.6,2018
CZE,Share of population who are daily smokers,19.0,2019
CZE,Share of population who are daily smokers,18.2,2020
CZE,Share of population who are daily smokers,18.0,2021
FRA,Share of population consuming fruits daily,49.7,2012
FRA,Share of population consuming fruits daily,55.1,2014
